J-S distance,KS test,Survival curves distance,Detection XGB,NNDR,K-map score,generator
0.005696927202108288,0.9544666771703166,0.011744852824853144,0.9244854963822435,0.09234794878362591,2.0,HI-VAE_weibull
0.0046855861570276125,0.9601386481802426,0.007287008891940434,0.9116018512482889,0.11131781058860417,3.0,HI-VAE_weibull
0.005512392659057139,0.9541515676697653,0.018797271362416382,0.9148734763053256,0.10257677370861508,2.0,HI-VAE_weibull
0.006165071313131563,0.9484795966598392,0.008291648846827794,0.9167994263737697,0.10530966751942082,1.0,HI-VAE_weibull
0.0064377282740611915,0.9516306916653537,0.013310429340398632,0.9000834365425983,0.12565880649119476,4.0,HI-VAE_weibull
0.006366371847739807,0.9530486844178352,0.015670905263814327,0.9299361188970732,0.12975934275754966,4.0,HI-VAE_weibull
0.006162416013193352,0.9494249251614936,0.02185821977872828,0.9249939378137018,0.10135090018854293,6.0,HI-VAE_weibull
0.0064332613475290125,0.9486371514101151,0.010164506241974987,0.918782087217261,0.09696776019292054,4.0,HI-VAE_weibull
0.005770886160009294,0.9539940129194894,0.008154887733427896,0.9274593572778826,0.10653294825670451,4.0,HI-VAE_weibull
0.0061408849282780205,0.954309122420041,0.018365559458269738,0.9117693761814746,0.12868473719909285,5.0,HI-VAE_weibull
0.005721096455134377,0.9522609106664567,0.020327185221237692,0.9227969493514113,0.10750407369136318,3.0,HI-VAE_weibull
0.005746326888617024,0.9557271151725225,0.012059227026120053,0.9034940355909002,0.10485815795341447,3.0,HI-VAE_weibull
0.006137366906580028,0.9514731369150781,0.023006355360555623,0.9278718466853529,0.10268268871203916,4.0,HI-VAE_weibull
0.006294351151713503,0.9473767134079093,0.025934846103058018,0.9247992960041718,0.10785324682522314,4.0,HI-VAE_weibull
0.00572635587596026,0.9527335749172838,0.015903336009128674,0.9151670686395933,0.10645626493119048,2.0,HI-VAE_weibull
0.006106858122648587,0.9513155821648023,0.016615818774004632,0.909868978554201,0.08165329063874197,3.0,HI-VAE_weibull
0.005504133386090724,0.9558846699227982,0.008139865740915663,0.903467440192947,0.10977596257997704,3.0,HI-VAE_weibull
0.006259190637704215,0.9524184654167324,0.012008103510602216,0.9263733785281273,0.09577915784458628,2.0,HI-VAE_weibull
0.006217457341427507,0.952576020167008,0.008789811837483518,0.9077755035525715,0.10304036164571843,2.0,HI-VAE_weibull
0.006032798307722838,0.9486371514101151,0.011999264713300128,0.9258139625839255,0.0884410089693996,4.0,HI-VAE_weibull
0.005820514876762838,0.9565148889239012,0.0102859732226133,0.9196919366403755,0.08752700782994814,1.0,HI-VAE_weibull
